,Question,Abstract
871,How does Arthur react to the idea of having his brain removed and replaced?,"128 CHAPTER 31.
inﬁnity of the Universe is almost certainly being run by a bunch of maniacs. And
if it comes to a choice between spending yet another ten million years ﬁnding
that out, and on the other hand just taking the money and running, then I for
one could do with the exercise, - said Frankie.
- But... - started Arthur, hopelessly.
- Hey, will you get this, Earthman, - interrupted Zaphod. - You are a last
generation product of that computer matrix, right, and you were there right up
to the moment your planet got the ﬁnger, yeah?
- Er...
- So your brain was an organic part of the penultimate conﬁguration of the
computer programme, - said Ford, rather lucidly he thought.
- Right? - said Zaphod.
- Well, - said Arthur doubtfully. He wasn’t aware of ever having felt an
organic part of anything. He had always seen this as one of his problems.
- In other words, - said Benji, steering his curious little vehicle right over to
Arthur, - there’s a good chance that the structure of the question is encoded in
the structure of your brain - so we want to buy it oﬀ you.
- What, the question? - said Arthur.
- Yes, - said Ford and Trillian.
- For lots of money, - said Zaphod.
- No, no, - said Frankie, - it’s the brain we want to buy.
- What!
- I thought you said you could just read his brain electronically, - protested
Ford.
- Oh yes, - said Frankie, - but we’d have to get it out ﬁrst. It’s got to be
prepared.
- Treated, - said Benji.
- Diced.
- Thank you, - shouted Arthur, tipping up his chair and backing away from
the table in horror.
- It could always be replaced, - said Benji reasonably, - if you think it’s
important.
- Yes, an electronic brain, - said Frankie, - a simple one would suﬃce.
- A simple one! - wailed Arthur.
- Yeah, - said Zaphod with a sudden evil grin, - you’d just have to program
it to say What? and I don’t understand and Where’s the tea? - who’d know
the diﬀerence?
- What? - cried Arthur, backing away still further.
- See what I mean? - said Zaphod and howled with pain because of something
that Trillian did at that moment.
- I’d notice the diﬀerence, - said Arthur.
- No you wouldn’t, - said Frankie mouse, - you’d be programmed not to.
Ford made for the door.
- Look, I’m sorry, mice old lads, - he said. - I don’t think we’ve got a deal.
- I rather think we have to have a deal, - said the mice in chorus, all the charm
vanishing fro their piping little voices in an instant. With a tiny whining shriek
their two glass transports lifted themselves oﬀ the table, and swung through
the air towards Arthur, who stumbled further backwards into a blind corner,
utterly unable to cope or think of anything."
872,Why does Ford ultimately decide not to make a deal with the mice?,"128 CHAPTER 31.
inﬁnity of the Universe is almost certainly being run by a bunch of maniacs. And
if it comes to a choice between spending yet another ten million years ﬁnding
that out, and on the other hand just taking the money and running, then I for
one could do with the exercise, - said Frankie.
- But... - started Arthur, hopelessly.
- Hey, will you get this, Earthman, - interrupted Zaphod. - You are a last
generation product of that computer matrix, right, and you were there right up
to the moment your planet got the ﬁnger, yeah?
- Er...
- So your brain was an organic part of the penultimate conﬁguration of the
computer programme, - said Ford, rather lucidly he thought.
- Right? - said Zaphod.
- Well, - said Arthur doubtfully. He wasn’t aware of ever having felt an
organic part of anything. He had always seen this as one of his problems.
- In other words, - said Benji, steering his curious little vehicle right over to
Arthur, - there’s a good chance that the structure of the question is encoded in
the structure of your brain - so we want to buy it oﬀ you.
- What, the question? - said Arthur.
- Yes, - said Ford and Trillian.
- For lots of money, - said Zaphod.
- No, no, - said Frankie, - it’s the brain we want to buy.
- What!
- I thought you said you could just read his brain electronically, - protested
Ford.
- Oh yes, - said Frankie, - but we’d have to get it out ﬁrst. It’s got to be
prepared.
- Treated, - said Benji.
- Diced.
- Thank you, - shouted Arthur, tipping up his chair and backing away from
the table in horror.
- It could always be replaced, - said Benji reasonably, - if you think it’s
important.
- Yes, an electronic brain, - said Frankie, - a simple one would suﬃce.
- A simple one! - wailed Arthur.
- Yeah, - said Zaphod with a sudden evil grin, - you’d just have to program
it to say What? and I don’t understand and Where’s the tea? - who’d know
the diﬀerence?
- What? - cried Arthur, backing away still further.
- See what I mean? - said Zaphod and howled with pain because of something
that Trillian did at that moment.
- I’d notice the diﬀerence, - said Arthur.
- No you wouldn’t, - said Frankie mouse, - you’d be programmed not to.
Ford made for the door.
- Look, I’m sorry, mice old lads, - he said. - I don’t think we’ve got a deal.
- I rather think we have to have a deal, - said the mice in chorus, all the charm
vanishing fro their piping little voices in an instant. With a tiny whining shriek
their two glass transports lifted themselves oﬀ the table, and swung through
the air towards Arthur, who stumbled further backwards into a blind corner,
utterly unable to cope or think of anything."
873,What is the significance of the mice's charm vanishing when they insist on making a deal with Arthur?,"128 CHAPTER 31.
inﬁnity of the Universe is almost certainly being run by a bunch of maniacs. And
if it comes to a choice between spending yet another ten million years ﬁnding
that out, and on the other hand just taking the money and running, then I for
one could do with the exercise, - said Frankie.
- But... - started Arthur, hopelessly.
- Hey, will you get this, Earthman, - interrupted Zaphod. - You are a last
generation product of that computer matrix, right, and you were there right up
to the moment your planet got the ﬁnger, yeah?
- Er...
- So your brain was an organic part of the penultimate conﬁguration of the
computer programme, - said Ford, rather lucidly he thought.
- Right? - said Zaphod.
- Well, - said Arthur doubtfully. He wasn’t aware of ever having felt an
organic part of anything. He had always seen this as one of his problems.
- In other words, - said Benji, steering his curious little vehicle right over to
Arthur, - there’s a good chance that the structure of the question is encoded in
the structure of your brain - so we want to buy it oﬀ you.
- What, the question? - said Arthur.
- Yes, - said Ford and Trillian.
- For lots of money, - said Zaphod.
- No, no, - said Frankie, - it’s the brain we want to buy.
- What!
- I thought you said you could just read his brain electronically, - protested
Ford.
- Oh yes, - said Frankie, - but we’d have to get it out ﬁrst. It’s got to be
prepared.
- Treated, - said Benji.
- Diced.
- Thank you, - shouted Arthur, tipping up his chair and backing away from
the table in horror.
- It could always be replaced, - said Benji reasonably, - if you think it’s
important.
- Yes, an electronic brain, - said Frankie, - a simple one would suﬃce.
- A simple one! - wailed Arthur.
- Yeah, - said Zaphod with a sudden evil grin, - you’d just have to program
it to say What? and I don’t understand and Where’s the tea? - who’d know
the diﬀerence?
- What? - cried Arthur, backing away still further.
- See what I mean? - said Zaphod and howled with pain because of something
that Trillian did at that moment.
- I’d notice the diﬀerence, - said Arthur.
- No you wouldn’t, - said Frankie mouse, - you’d be programmed not to.
Ford made for the door.
- Look, I’m sorry, mice old lads, - he said. - I don’t think we’ve got a deal.
- I rather think we have to have a deal, - said the mice in chorus, all the charm
vanishing fro their piping little voices in an instant. With a tiny whining shriek
their two glass transports lifted themselves oﬀ the table, and swung through
the air towards Arthur, who stumbled further backwards into a blind corner,
utterly unable to cope or think of anything."
874,How does the conversation between the characters reflect themes of manipulation and control?,"128 CHAPTER 31.
inﬁnity of the Universe is almost certainly being run by a bunch of maniacs. And
if it comes to a choice between spending yet another ten million years ﬁnding
that out, and on the other hand just taking the money and running, then I for
one could do with the exercise, - said Frankie.
- But... - started Arthur, hopelessly.
- Hey, will you get this, Earthman, - interrupted Zaphod. - You are a last
generation product of that computer matrix, right, and you were there right up
to the moment your planet got the ﬁnger, yeah?
- Er...
- So your brain was an organic part of the penultimate conﬁguration of the
computer programme, - said Ford, rather lucidly he thought.
- Right? - said Zaphod.
- Well, - said Arthur doubtfully. He wasn’t aware of ever having felt an
organic part of anything. He had always seen this as one of his problems.
- In other words, - said Benji, steering his curious little vehicle right over to
Arthur, - there’s a good chance that the structure of the question is encoded in
the structure of your brain - so we want to buy it oﬀ you.
- What, the question? - said Arthur.
- Yes, - said Ford and Trillian.
- For lots of money, - said Zaphod.
- No, no, - said Frankie, - it’s the brain we want to buy.
- What!
- I thought you said you could just read his brain electronically, - protested
Ford.
- Oh yes, - said Frankie, - but we’d have to get it out ﬁrst. It’s got to be
prepared.
- Treated, - said Benji.
- Diced.
- Thank you, - shouted Arthur, tipping up his chair and backing away from
the table in horror.
- It could always be replaced, - said Benji reasonably, - if you think it’s
important.
- Yes, an electronic brain, - said Frankie, - a simple one would suﬃce.
- A simple one! - wailed Arthur.
- Yeah, - said Zaphod with a sudden evil grin, - you’d just have to program
it to say What? and I don’t understand and Where’s the tea? - who’d know
the diﬀerence?
- What? - cried Arthur, backing away still further.
- See what I mean? - said Zaphod and howled with pain because of something
that Trillian did at that moment.
- I’d notice the diﬀerence, - said Arthur.
- No you wouldn’t, - said Frankie mouse, - you’d be programmed not to.
Ford made for the door.
- Look, I’m sorry, mice old lads, - he said. - I don’t think we’ve got a deal.
- I rather think we have to have a deal, - said the mice in chorus, all the charm
vanishing fro their piping little voices in an instant. With a tiny whining shriek
their two glass transports lifted themselves oﬀ the table, and swung through
the air towards Arthur, who stumbled further backwards into a blind corner,
utterly unable to cope or think of anything."
875,How does the interaction between the characters highlight the ethical implications of using technology to alter or replace human brains?,"128 CHAPTER 31.
inﬁnity of the Universe is almost certainly being run by a bunch of maniacs. And
if it comes to a choice between spending yet another ten million years ﬁnding
that out, and on the other hand just taking the money and running, then I for
one could do with the exercise, - said Frankie.
- But... - started Arthur, hopelessly.
- Hey, will you get this, Earthman, - interrupted Zaphod. - You are a last
generation product of that computer matrix, right, and you were there right up
to the moment your planet got the ﬁnger, yeah?
- Er...
- So your brain was an organic part of the penultimate conﬁguration of the
computer programme, - said Ford, rather lucidly he thought.
- Right? - said Zaphod.
- Well, - said Arthur doubtfully. He wasn’t aware of ever having felt an
organic part of anything. He had always seen this as one of his problems.
- In other words, - said Benji, steering his curious little vehicle right over to
Arthur, - there’s a good chance that the structure of the question is encoded in
the structure of your brain - so we want to buy it oﬀ you.
- What, the question? - said Arthur.
- Yes, - said Ford and Trillian.
- For lots of money, - said Zaphod.
- No, no, - said Frankie, - it’s the brain we want to buy.
- What!
- I thought you said you could just read his brain electronically, - protested
Ford.
- Oh yes, - said Frankie, - but we’d have to get it out ﬁrst. It’s got to be
prepared.
- Treated, - said Benji.
- Diced.
- Thank you, - shouted Arthur, tipping up his chair and backing away from
the table in horror.
- It could always be replaced, - said Benji reasonably, - if you think it’s
important.
- Yes, an electronic brain, - said Frankie, - a simple one would suﬃce.
- A simple one! - wailed Arthur.
- Yeah, - said Zaphod with a sudden evil grin, - you’d just have to program
it to say What? and I don’t understand and Where’s the tea? - who’d know
the diﬀerence?
- What? - cried Arthur, backing away still further.
- See what I mean? - said Zaphod and howled with pain because of something
that Trillian did at that moment.
- I’d notice the diﬀerence, - said Arthur.
- No you wouldn’t, - said Frankie mouse, - you’d be programmed not to.
Ford made for the door.
- Look, I’m sorry, mice old lads, - he said. - I don’t think we’ve got a deal.
- I rather think we have to have a deal, - said the mice in chorus, all the charm
vanishing fro their piping little voices in an instant. With a tiny whining shriek
their two glass transports lifted themselves oﬀ the table, and swung through
the air towards Arthur, who stumbled further backwards into a blind corner,
utterly unable to cope or think of anything."
876,What was Trillian's reaction when she tried to drag Arthur towards the door?,"129
Trillian grabbed him desperately by the arm and tried to drag him towards
the door, which Ford and Zaphod were struggling to open, but Arthur was dead
weight - he seemed hypnotized by the airborne rodents swooping towards him.
She screamed at him, but he just gaped.
With one more yank, Ford and Zaphod got the door open. On the other side
of it was a small pack of rather ugly men who they could only assume were the
heavy mob of Magrathea. Not only were they ugly themselves, but the medical
equipment they carried with them was also far from pretty. They charged.
So - Arthur was about to have his head cut open, Trillian was unable to help
him, and Ford and Zaphod were about to be set upon by several thugs a great
deal heavier and more sharply armed than they were.
All in all it was extremely fortunate that at that moment every alarm on
the planet burst into an earsplitting din."
877,Describe the appearance of the men on the other side of the door and what equipment they carried.,"129
Trillian grabbed him desperately by the arm and tried to drag him towards
the door, which Ford and Zaphod were struggling to open, but Arthur was dead
weight - he seemed hypnotized by the airborne rodents swooping towards him.
She screamed at him, but he just gaped.
With one more yank, Ford and Zaphod got the door open. On the other side
of it was a small pack of rather ugly men who they could only assume were the
heavy mob of Magrathea. Not only were they ugly themselves, but the medical
equipment they carried with them was also far from pretty. They charged.
So - Arthur was about to have his head cut open, Trillian was unable to help
him, and Ford and Zaphod were about to be set upon by several thugs a great
deal heavier and more sharply armed than they were.
All in all it was extremely fortunate that at that moment every alarm on
the planet burst into an earsplitting din."
878,What was Arthur's reaction to the airborne rodents swooping towards him?,"129
Trillian grabbed him desperately by the arm and tried to drag him towards
the door, which Ford and Zaphod were struggling to open, but Arthur was dead
weight - he seemed hypnotized by the airborne rodents swooping towards him.
She screamed at him, but he just gaped.
With one more yank, Ford and Zaphod got the door open. On the other side
of it was a small pack of rather ugly men who they could only assume were the
heavy mob of Magrathea. Not only were they ugly themselves, but the medical
equipment they carried with them was also far from pretty. They charged.
So - Arthur was about to have his head cut open, Trillian was unable to help
him, and Ford and Zaphod were about to be set upon by several thugs a great
deal heavier and more sharply armed than they were.
All in all it was extremely fortunate that at that moment every alarm on
the planet burst into an earsplitting din."
879,How did Ford and Zaphod manage to open the door despite Arthur being dead weight?,"129
Trillian grabbed him desperately by the arm and tried to drag him towards
the door, which Ford and Zaphod were struggling to open, but Arthur was dead
weight - he seemed hypnotized by the airborne rodents swooping towards him.
She screamed at him, but he just gaped.
With one more yank, Ford and Zaphod got the door open. On the other side
of it was a small pack of rather ugly men who they could only assume were the
heavy mob of Magrathea. Not only were they ugly themselves, but the medical
equipment they carried with them was also far from pretty. They charged.
So - Arthur was about to have his head cut open, Trillian was unable to help
him, and Ford and Zaphod were about to be set upon by several thugs a great
deal heavier and more sharply armed than they were.
All in all it was extremely fortunate that at that moment every alarm on
the planet burst into an earsplitting din."
880,How did the sudden alarm on the planet affect the situation with the heavy mob of Magrathea?,"129
Trillian grabbed him desperately by the arm and tried to drag him towards
the door, which Ford and Zaphod were struggling to open, but Arthur was dead
weight - he seemed hypnotized by the airborne rodents swooping towards him.
She screamed at him, but he just gaped.
With one more yank, Ford and Zaphod got the door open. On the other side
of it was a small pack of rather ugly men who they could only assume were the
heavy mob of Magrathea. Not only were they ugly themselves, but the medical
equipment they carried with them was also far from pretty. They charged.
So - Arthur was about to have his head cut open, Trillian was unable to help
him, and Ford and Zaphod were about to be set upon by several thugs a great
deal heavier and more sharply armed than they were.
All in all it was extremely fortunate that at that moment every alarm on
the planet burst into an earsplitting din."
881,What is the title of Chapter 31 in the document?,130 CHAPTER 31.
882,How many chapters are there in total in the document?,130 CHAPTER 31.
883,Can you provide a brief summary of Chapter 31?,130 CHAPTER 31.
884,What is the significance of Chapter 31 in relation to the rest of the document?,130 CHAPTER 31.
885,How does Chapter 31 contribute to the overall theme of the document?,130 CHAPTER 31.
886,What triggered the emergency alarm on Magrathea?,"Chapter 32
- Emergency! Emergency! - blared the klaxons throughout Magrathea. - Hostile
ship has landed on planet. Armed intruders in section 8A. Defence stations,
defence stations!
The two mice sniﬀed irritably round the fragments of their glass transports
where they lay shattered on the ﬂoor.
- Damnation, - muttered Frankie mouse, - all that fuss over two pounds of
Earthling brain. - He scuttled round and about, his pink eyes ﬂashing, his ﬁne
white coat bristling with static.
- The only thing we can do now, - said Benji, crouching and stroking his
whiskers in thought, - is to try and fake a question, invent one that will sound
plausible.
- Diﬃcult, - said Frankie. He thought. - How about What’s yellow and
dangerous?
Benji considered this for a moment.
- No, no good, - he said. - Doesn’t ﬁt the answer.
They sank into silence for a few seconds.
- Alright, - said Benji. - What do you get if you multiply six by seven?
- No, no, too literal, too factual, - said Frankie, - wouldn’t sustain the
punters’ interest.
Again they thought.
Then Frankie said:
- Here’s a thought. How many roads must a man walk down?
- Ah, - said Benji. - Aha, now that does sound promising! - He rolled the
phrase around a little. - Yes, - he said, - that’s excellent! Sounds very signiﬁcant
without actually tying you down to meaning anything at all. How many roads
must a man walk down? Forty-two. Excellent, excellent, that’ll fox ’em. Frankie
baby, we are made!
They performed a scampering dance in their excitement.
Near them on the ﬂoor lay several rather ugly men who had been hit about
the head with some heavy design awards.
Half a mile away, four ﬁgures pounded up a corridor looking for a way out.
They emerged into a wide open-plan computer bay. They glanced about wildly.
- Which way do you reckon Zaphod? - said Ford.
- At a wild guess, I’d say down here, - said Zaphod, running oﬀ down to the
right between a computer bank and the wall. As the others started after him
he was brought up short by a Kill-O-Zap energy bolt that cracked through the
air inches in front of him and fried a small section of adjacent wall.
131"
887,How did Frankie and Benji plan to deceive the intruders?,"Chapter 32
- Emergency! Emergency! - blared the klaxons throughout Magrathea. - Hostile
ship has landed on planet. Armed intruders in section 8A. Defence stations,
defence stations!
The two mice sniﬀed irritably round the fragments of their glass transports
where they lay shattered on the ﬂoor.
- Damnation, - muttered Frankie mouse, - all that fuss over two pounds of
Earthling brain. - He scuttled round and about, his pink eyes ﬂashing, his ﬁne
white coat bristling with static.
- The only thing we can do now, - said Benji, crouching and stroking his
whiskers in thought, - is to try and fake a question, invent one that will sound
plausible.
- Diﬃcult, - said Frankie. He thought. - How about What’s yellow and
dangerous?
Benji considered this for a moment.
- No, no good, - he said. - Doesn’t ﬁt the answer.
They sank into silence for a few seconds.
- Alright, - said Benji. - What do you get if you multiply six by seven?
- No, no, too literal, too factual, - said Frankie, - wouldn’t sustain the
punters’ interest.
Again they thought.
Then Frankie said:
- Here’s a thought. How many roads must a man walk down?
- Ah, - said Benji. - Aha, now that does sound promising! - He rolled the
phrase around a little. - Yes, - he said, - that’s excellent! Sounds very signiﬁcant
without actually tying you down to meaning anything at all. How many roads
must a man walk down? Forty-two. Excellent, excellent, that’ll fox ’em. Frankie
baby, we are made!
They performed a scampering dance in their excitement.
Near them on the ﬂoor lay several rather ugly men who had been hit about
the head with some heavy design awards.
Half a mile away, four ﬁgures pounded up a corridor looking for a way out.
They emerged into a wide open-plan computer bay. They glanced about wildly.
- Which way do you reckon Zaphod? - said Ford.
- At a wild guess, I’d say down here, - said Zaphod, running oﬀ down to the
right between a computer bank and the wall. As the others started after him
he was brought up short by a Kill-O-Zap energy bolt that cracked through the
air inches in front of him and fried a small section of adjacent wall.
131"
888,"What was the significance of the question ""What do you get if you multiply six by seven"" in the context of the story?","Chapter 32
- Emergency! Emergency! - blared the klaxons throughout Magrathea. - Hostile
ship has landed on planet. Armed intruders in section 8A. Defence stations,
defence stations!
The two mice sniﬀed irritably round the fragments of their glass transports
where they lay shattered on the ﬂoor.
- Damnation, - muttered Frankie mouse, - all that fuss over two pounds of
Earthling brain. - He scuttled round and about, his pink eyes ﬂashing, his ﬁne
white coat bristling with static.
- The only thing we can do now, - said Benji, crouching and stroking his
whiskers in thought, - is to try and fake a question, invent one that will sound
plausible.
- Diﬃcult, - said Frankie. He thought. - How about What’s yellow and
dangerous?
Benji considered this for a moment.
- No, no good, - he said. - Doesn’t ﬁt the answer.
They sank into silence for a few seconds.
- Alright, - said Benji. - What do you get if you multiply six by seven?
- No, no, too literal, too factual, - said Frankie, - wouldn’t sustain the
punters’ interest.
Again they thought.
Then Frankie said:
- Here’s a thought. How many roads must a man walk down?
- Ah, - said Benji. - Aha, now that does sound promising! - He rolled the
phrase around a little. - Yes, - he said, - that’s excellent! Sounds very signiﬁcant
without actually tying you down to meaning anything at all. How many roads
must a man walk down? Forty-two. Excellent, excellent, that’ll fox ’em. Frankie
baby, we are made!
They performed a scampering dance in their excitement.
Near them on the ﬂoor lay several rather ugly men who had been hit about
the head with some heavy design awards.
Half a mile away, four ﬁgures pounded up a corridor looking for a way out.
They emerged into a wide open-plan computer bay. They glanced about wildly.
- Which way do you reckon Zaphod? - said Ford.
- At a wild guess, I’d say down here, - said Zaphod, running oﬀ down to the
right between a computer bank and the wall. As the others started after him
he was brought up short by a Kill-O-Zap energy bolt that cracked through the
air inches in front of him and fried a small section of adjacent wall.
131"
889,How did Frankie and Benji plan to confuse the intruders with their invented question?,"Chapter 32
- Emergency! Emergency! - blared the klaxons throughout Magrathea. - Hostile
ship has landed on planet. Armed intruders in section 8A. Defence stations,
defence stations!
The two mice sniﬀed irritably round the fragments of their glass transports
where they lay shattered on the ﬂoor.
- Damnation, - muttered Frankie mouse, - all that fuss over two pounds of
Earthling brain. - He scuttled round and about, his pink eyes ﬂashing, his ﬁne
white coat bristling with static.
- The only thing we can do now, - said Benji, crouching and stroking his
whiskers in thought, - is to try and fake a question, invent one that will sound
plausible.
- Diﬃcult, - said Frankie. He thought. - How about What’s yellow and
dangerous?
Benji considered this for a moment.
- No, no good, - he said. - Doesn’t ﬁt the answer.
They sank into silence for a few seconds.
- Alright, - said Benji. - What do you get if you multiply six by seven?
- No, no, too literal, too factual, - said Frankie, - wouldn’t sustain the
punters’ interest.
Again they thought.
Then Frankie said:
- Here’s a thought. How many roads must a man walk down?
- Ah, - said Benji. - Aha, now that does sound promising! - He rolled the
phrase around a little. - Yes, - he said, - that’s excellent! Sounds very signiﬁcant
without actually tying you down to meaning anything at all. How many roads
must a man walk down? Forty-two. Excellent, excellent, that’ll fox ’em. Frankie
baby, we are made!
They performed a scampering dance in their excitement.
Near them on the ﬂoor lay several rather ugly men who had been hit about
the head with some heavy design awards.
Half a mile away, four ﬁgures pounded up a corridor looking for a way out.
They emerged into a wide open-plan computer bay. They glanced about wildly.
- Which way do you reckon Zaphod? - said Ford.
- At a wild guess, I’d say down here, - said Zaphod, running oﬀ down to the
right between a computer bank and the wall. As the others started after him
he was brought up short by a Kill-O-Zap energy bolt that cracked through the
air inches in front of him and fried a small section of adjacent wall.
131"
890,What was the outcome of the scampering dance performed by Frankie and Benji?,"Chapter 32
- Emergency! Emergency! - blared the klaxons throughout Magrathea. - Hostile
ship has landed on planet. Armed intruders in section 8A. Defence stations,
defence stations!
The two mice sniﬀed irritably round the fragments of their glass transports
where they lay shattered on the ﬂoor.
- Damnation, - muttered Frankie mouse, - all that fuss over two pounds of
Earthling brain. - He scuttled round and about, his pink eyes ﬂashing, his ﬁne
white coat bristling with static.
- The only thing we can do now, - said Benji, crouching and stroking his
whiskers in thought, - is to try and fake a question, invent one that will sound
plausible.
- Diﬃcult, - said Frankie. He thought. - How about What’s yellow and
dangerous?
Benji considered this for a moment.
- No, no good, - he said. - Doesn’t ﬁt the answer.
They sank into silence for a few seconds.
- Alright, - said Benji. - What do you get if you multiply six by seven?
- No, no, too literal, too factual, - said Frankie, - wouldn’t sustain the
punters’ interest.
Again they thought.
Then Frankie said:
- Here’s a thought. How many roads must a man walk down?
- Ah, - said Benji. - Aha, now that does sound promising! - He rolled the
phrase around a little. - Yes, - he said, - that’s excellent! Sounds very signiﬁcant
without actually tying you down to meaning anything at all. How many roads
must a man walk down? Forty-two. Excellent, excellent, that’ll fox ’em. Frankie
baby, we are made!
They performed a scampering dance in their excitement.
Near them on the ﬂoor lay several rather ugly men who had been hit about
the head with some heavy design awards.
Half a mile away, four ﬁgures pounded up a corridor looking for a way out.
They emerged into a wide open-plan computer bay. They glanced about wildly.
- Which way do you reckon Zaphod? - said Ford.
- At a wild guess, I’d say down here, - said Zaphod, running oﬀ down to the
right between a computer bank and the wall. As the others started after him
he was brought up short by a Kill-O-Zap energy bolt that cracked through the
air inches in front of him and fried a small section of adjacent wall.
131"
891,How did Zaphod and his companions try to escape from the hostile situation?,"Chapter 32
- Emergency! Emergency! - blared the klaxons throughout Magrathea. - Hostile
ship has landed on planet. Armed intruders in section 8A. Defence stations,
defence stations!
The two mice sniﬀed irritably round the fragments of their glass transports
where they lay shattered on the ﬂoor.
- Damnation, - muttered Frankie mouse, - all that fuss over two pounds of
Earthling brain. - He scuttled round and about, his pink eyes ﬂashing, his ﬁne
white coat bristling with static.
- The only thing we can do now, - said Benji, crouching and stroking his
whiskers in thought, - is to try and fake a question, invent one that will sound
plausible.
- Diﬃcult, - said Frankie. He thought. - How about What’s yellow and
dangerous?
Benji considered this for a moment.
- No, no good, - he said. - Doesn’t ﬁt the answer.
They sank into silence for a few seconds.
- Alright, - said Benji. - What do you get if you multiply six by seven?
- No, no, too literal, too factual, - said Frankie, - wouldn’t sustain the
punters’ interest.
Again they thought.
Then Frankie said:
- Here’s a thought. How many roads must a man walk down?
- Ah, - said Benji. - Aha, now that does sound promising! - He rolled the
phrase around a little. - Yes, - he said, - that’s excellent! Sounds very signiﬁcant
without actually tying you down to meaning anything at all. How many roads
must a man walk down? Forty-two. Excellent, excellent, that’ll fox ’em. Frankie
baby, we are made!
They performed a scampering dance in their excitement.
Near them on the ﬂoor lay several rather ugly men who had been hit about
the head with some heavy design awards.
Half a mile away, four ﬁgures pounded up a corridor looking for a way out.
They emerged into a wide open-plan computer bay. They glanced about wildly.
- Which way do you reckon Zaphod? - said Ford.
- At a wild guess, I’d say down here, - said Zaphod, running oﬀ down to the
right between a computer bank and the wall. As the others started after him
he was brought up short by a Kill-O-Zap energy bolt that cracked through the
air inches in front of him and fried a small section of adjacent wall.
131"
892,What was the significance of the design awards mentioned in the passage?,"Chapter 32
- Emergency! Emergency! - blared the klaxons throughout Magrathea. - Hostile
ship has landed on planet. Armed intruders in section 8A. Defence stations,
defence stations!
The two mice sniﬀed irritably round the fragments of their glass transports
where they lay shattered on the ﬂoor.
- Damnation, - muttered Frankie mouse, - all that fuss over two pounds of
Earthling brain. - He scuttled round and about, his pink eyes ﬂashing, his ﬁne
white coat bristling with static.
- The only thing we can do now, - said Benji, crouching and stroking his
whiskers in thought, - is to try and fake a question, invent one that will sound
plausible.
- Diﬃcult, - said Frankie. He thought. - How about What’s yellow and
dangerous?
Benji considered this for a moment.
- No, no good, - he said. - Doesn’t ﬁt the answer.
They sank into silence for a few seconds.
- Alright, - said Benji. - What do you get if you multiply six by seven?
- No, no, too literal, too factual, - said Frankie, - wouldn’t sustain the
punters’ interest.
Again they thought.
Then Frankie said:
- Here’s a thought. How many roads must a man walk down?
- Ah, - said Benji. - Aha, now that does sound promising! - He rolled the
phrase around a little. - Yes, - he said, - that’s excellent! Sounds very signiﬁcant
without actually tying you down to meaning anything at all. How many roads
must a man walk down? Forty-two. Excellent, excellent, that’ll fox ’em. Frankie
baby, we are made!
They performed a scampering dance in their excitement.
Near them on the ﬂoor lay several rather ugly men who had been hit about
the head with some heavy design awards.
Half a mile away, four ﬁgures pounded up a corridor looking for a way out.
They emerged into a wide open-plan computer bay. They glanced about wildly.
- Which way do you reckon Zaphod? - said Ford.
- At a wild guess, I’d say down here, - said Zaphod, running oﬀ down to the
right between a computer bank and the wall. As the others started after him
he was brought up short by a Kill-O-Zap energy bolt that cracked through the
air inches in front of him and fried a small section of adjacent wall.
131"
893,How did Zaphod determine which way to go in the computer bay?,"Chapter 32
- Emergency! Emergency! - blared the klaxons throughout Magrathea. - Hostile
ship has landed on planet. Armed intruders in section 8A. Defence stations,
defence stations!
The two mice sniﬀed irritably round the fragments of their glass transports
where they lay shattered on the ﬂoor.
- Damnation, - muttered Frankie mouse, - all that fuss over two pounds of
Earthling brain. - He scuttled round and about, his pink eyes ﬂashing, his ﬁne
white coat bristling with static.
- The only thing we can do now, - said Benji, crouching and stroking his
whiskers in thought, - is to try and fake a question, invent one that will sound
plausible.
- Diﬃcult, - said Frankie. He thought. - How about What’s yellow and
dangerous?
Benji considered this for a moment.
- No, no good, - he said. - Doesn’t ﬁt the answer.
They sank into silence for a few seconds.
- Alright, - said Benji. - What do you get if you multiply six by seven?
- No, no, too literal, too factual, - said Frankie, - wouldn’t sustain the
punters’ interest.
Again they thought.
Then Frankie said:
- Here’s a thought. How many roads must a man walk down?
- Ah, - said Benji. - Aha, now that does sound promising! - He rolled the
phrase around a little. - Yes, - he said, - that’s excellent! Sounds very signiﬁcant
without actually tying you down to meaning anything at all. How many roads
must a man walk down? Forty-two. Excellent, excellent, that’ll fox ’em. Frankie
baby, we are made!
They performed a scampering dance in their excitement.
Near them on the ﬂoor lay several rather ugly men who had been hit about
the head with some heavy design awards.
Half a mile away, four ﬁgures pounded up a corridor looking for a way out.
They emerged into a wide open-plan computer bay. They glanced about wildly.
- Which way do you reckon Zaphod? - said Ford.
- At a wild guess, I’d say down here, - said Zaphod, running oﬀ down to the
right between a computer bank and the wall. As the others started after him
he was brought up short by a Kill-O-Zap energy bolt that cracked through the
air inches in front of him and fried a small section of adjacent wall.
131"
